########## Scenario Component Metadata ##########
#Scenario component type: Market Share
#Type: EV passenger cars and trucks
#Subset: trn_pass_road_LDV_4W : Car : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : BEV : million pass-km : Trn-Onroad;
#Superset: trn_pass_road_LDV_4W : Car : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : Hybrid Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Car : NG : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : Hybrid Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Large Car and Truck : NG : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : BEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : FCEV : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : Hybrid Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : Liquids : million pass-km : Trn-Onroad;trn_pass_road_LDV_4W : Mini Car : NG : million pass-km : Trn-Onroad;
#Applied to: New Purchases
#Treatment: Across Selected Regions
#Constraint: Lower
#Policy name: EV-passenger-cars-and-trucks_New_Reg1701350367823
#Market name: EV-passenger-cars-and-trucks_New_Reg_Mkt1701350367823
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
#Table data:2025   ,   .25
#Table data:2030   , .66
#Table data:2035   ,   1.00
#Table data:2040   ,   1.00
#Table data:2045   ,   1.00
#Table data:2050   ,   1.00
#################################################
INPUT_TABLE
Variable ID
GLIMPSEPFStdActivate

region,policy,market,type,year,constrained
VA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,NG,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,BEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,FCEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,NG,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,FCEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,NG,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,BEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,FCEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Car,NG,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,FCEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VA,trn_pass_road_LDV_4W,Mini Car,NG,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,BEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Car,FCEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Car,NG,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,FCEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,NG,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
VT,trn_pass_road_LDV_4W,Car,BEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Car,FCEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Car,NG,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,FCEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,NG,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
VT,trn_pass_road_LDV_4W,Car,BEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,FCEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,NG,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,FCEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,NG,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,BEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,FCEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,NG,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,FCEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,NG,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,BEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,FCEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,NG,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,FCEV,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Liquids,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,NG,2045,EV-passenger-cars-and-trucks_New_Reg1701350367823-2045,2045,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,BEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,FCEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Car,NG,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,FCEV,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,Liquids,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
VT,trn_pass_road_LDV_4W,Mini Car,NG,2050,EV-passenger-cars-and-trucks_New_Reg1701350367823-2050,2050,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,BEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Car,FCEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Car,NG,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,FCEV,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Liquids,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,NG,2025,EV-passenger-cars-and-trucks_New_Reg1701350367823-2025,2025,250.0,1e-3
WA,trn_pass_road_LDV_4W,Car,BEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Car,FCEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Car,NG,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,FCEV,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Liquids,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,NG,2030,EV-passenger-cars-and-trucks_New_Reg1701350367823-2030,2030,660.0,1e-3
WA,trn_pass_road_LDV_4W,Car,BEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,FCEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,NG,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,FCEV,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Liquids,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,NG,2035,EV-passenger-cars-and-trucks_New_Reg1701350367823-2035,2035,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,BEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,FCEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Car,NG,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,FCEV,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
WA,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,EV-passenger-cars-and-trucks_New_Reg1701350367823-2040,2040,1000.0,1e-3
